category,skip,post_title,post_content,featured_image,attributes,pa_tekija,pa_sarja,pa_kustantaja,pa_painopaikka,pa_painos,pa_painovuosi,pa_sivumaara,pa_sidosasu,pa_kieli,pa_kuntoluokka,pa_identifiointinumero,pa_varastopaikka,pa_hylly,regular_price,tags,post_status,manage_stock,stock,weight,featured,sku,stock_status,product_type,sold_individually,tax_class,post_author,product_gallery
Tietokirjallisuus->Ilmasota,Ilmasota,"Punainen lentohävittäjä","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","Punainen lentohävittäjä.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Manfred von Richthofen",,WSOY,,"2. p",1938,164,"Nidottu kuvakannella",Suomi,"Kulunut käytetty",,,,25,,published,yes,1,,no,833515,instock,simple,yes,Tietokirjallisuus->Ilmasota,7,
Harrastekirjallisuus->Urheilu,Urheilu,"Katsaus olympiavuoden huippu-urheiluun","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","Katsaus olympiavuoden huippu-urheiluun.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Martti Jukola",,WSOY,,"1. p",1936,39,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,20,,published,yes,1,,no,833516,instock,simple,yes,Harrastekirjallisuus->Urheilu,7,
"Tietokirjallisuus->Junat ja rautatie","Junat ja rautatie","Rautateiden suunnat viennin kannalta ja valtion tulot Suomessa","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","Rautateiden suunnat.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Topi Kallio",,WSOY,,"1. p",1925,308,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,15,,published,yes,1,,no,833517,instock,simple,yes,"Tietokirjallisuus->Junat ja rautatie",7,
Tietokirjallisuus->Sotahistoria,Sotahistoria,"Suomen yhdistäminen Venäjän valtakuntaan","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","Suomen yhdistäminen venäjän valtakuntaan.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"J.R. Danielson",,WSOY,,"2. p",1890,208,"Nidottu kuvakannella",Suomi,"Kulunut käytetty",,,,15,,published,yes,1,,no,833518,instock,simple,yes,Tietokirjallisuus->Sotahistoria,7,
Tietokirjallisuus->Biologia,Biologia,"Miltä näytit ennen syntymääsi - Kansantajuinen esitys ihmissikiön kehityksestä","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","Miltä näytit ennen syntymääsi.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Yrjö Kajava",,WSOY,,"1. p",1919,73,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,15,,published,yes,1,,no,833519,instock,simple,yes,Tietokirjallisuus->Biologia,7,
Harrastekirjallisuus->Elämänhallinta,Elämänhallinta,"Kauneudenhoidon opas","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","Kauneudenhoidon opas.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Elna Kangas",,Kirja,,"1. p",1931,160,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,15,,published,yes,1,,no,833520,instock,simple,yes,Harrastekirjallisuus->Elämänhallinta,7,
Kaunokirjallisuus->Dekkarit,Dekkarit,"Salaperäinen vihollinen","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","Salaperäinen vihollinen.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Stein Riverton",,WSOY,,"1. p",1939,144,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,15,,published,yes,1,,no,833521,instock,simple,yes,Kaunokirjallisuus->Dekkarit,7,
"Tietokirjallisuus->Suomen historia","Suomen historia","Teosofinen liike Suomessa","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","Teosofinen liike Suomessa.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"A.E. Jokipii",,WSOY,,"1. p",1937,237,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,12,,published,yes,1,,no,833522,instock,simple,yes,"Tietokirjallisuus->Suomen historia",7,
"Harrastekirjallisuus->Maa- ja metsätalous","Maa- ja metsätalous","Miten voin torjua kuivuutta","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","Miten voin torjua kuivuutta.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Pentti Kaitera",,WSOY,,"1. p",1942,63,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,12,,published,yes,1,,no,833523,instock,simple,yes,"Harrastekirjallisuus->Maa- ja metsätalous",7,
"Tietokirjallisuus->Fysiikka, kemia ja matematiikka","Fysiikka, kemia ja matematiikka","Einsteinin suhteellisuusteorian periaatteet","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","Einsteinin suhteellisuusteorian.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"V.J. Kallio",,WSOY,,"1. p",1922,60,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,12,,published,yes,1,,no,833524,instock,simple,yes,"Tietokirjallisuus->Fysiikka, kemia ja matematiikka",7,
