category,skip,post_title,post_content,featured_image,attributes,pa_tekija,pa_sarja,pa_kustantaja,pa_painopaikka,pa_painos,pa_painovuosi,pa_sivumaara,pa_sidosasu,pa_kieli,pa_kuntoluokka,pa_identifiointinumero,pa_varastopaikka,pa_hylly,regular_price,tags,post_status,manage_stock,stock,weight,featured,sku,stock_status,product_type,sold_individually,tax_class,post_author,product_gallery
"Harrastekirjallisuus->Erä ja retkeily","Erä ja retkeily","Seitsemän tuntia erämaata","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","Seitsemän tuntia erämaata.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Valter Keltinkangas",,WSOY,,"1. p",1977,189,"Sidottu kansipaperein",Suomi,"Normaali käytetty",,,,12,,published,yes,1,,no,833606,instock,simple,yes,"Harrastekirjallisuus->Erä ja retkeily",7,
Tietokirjallisuus->Elämäkerrat,Elämäkerrat,"Kalle Hagert - Legenda jo eläessään","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","kalle hagert.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Tuula Saarto",,WSOY,,"1. p",1976,142,"Sidottu kansipaperein",Suomi,"Normaali käytetty",,,,10,,published,yes,1,,no,833607,instock,simple,yes,Tietokirjallisuus->Elämäkerrat,7,
Harrastekirjallisuus->Urheilu,Urheilu,"Joogakortit 1-2","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.",Joogakortit.jpg,tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Jane Thomson",,WSOY,,"1. p",1975,,Kansio,Suomi,"Normaali käytetty",,,,15,,published,yes,1,,no,833608,instock,simple,yes,Harrastekirjallisuus->Urheilu,7,
"Tietokirjallisuus->Lääketiede ja terveys","Lääketiede ja terveys","laktoosittomia ja gluteenittomia herkkuja","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","Laktoosittomia ja.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Mikki Simelius",,WSOY,,"1. p",1995,143,"Sidottu kuvakannella",Suomi,"Normaali käytetty",,,,12,,published,yes,1,,no,833609,instock,simple,yes,"Tietokirjallisuus->Lääketiede ja terveys",7,
"Harrastekirjallisuus->Muoti ja sisustus","Muoti ja sisustus","Kauniita varjostimia - Tee itse, ompele, korjaa, sisusta","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","Kauniita varjostimia.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Eeva Vetosalmi",,WSOY,,"2. p",1995,86+liitekuvat,"Sidottu kuvakannella",Suomi,"Normaali käytetty",,,,12,,published,yes,1,,no,833610,instock,simple,yes,"Harrastekirjallisuus->Muoti ja sisustus",7,
"Tietokirjallisuus->Lääketiede ja terveys","Lääketiede ja terveys","Anatomian Atlas","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","Anatomian atlas.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Michael Budowick (ym.)",,WSOY,,"1. p",1995,329,"Sidottu kuvakannella",Suomi,"Normaali käytetty",,,,35,,published,yes,1,,no,833611,instock,simple,yes,"Tietokirjallisuus->Lääketiede ja terveys",7,
Tietokirjallisuus->Tekniikka,Tekniikka,"Talotohtori - Rakentajan pikkujättiläinen","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.",Talotohtori.jpg,tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Panu Kaila",,WSOY,,"4. p",1999,661,"Sidottu kuvakannella",Suomi,"Normaali käytetty",,,,20,,published,yes,1,,no,833612,instock,simple,yes,Tietokirjallisuus->Tekniikka,7,
Tietokirjallisuus->Psykologia,Psykologia,"Satujen lumous","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","Satujen lumous.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Bruno Bettelheim",,WSOY,,"3. p",1987,391,"Sidottu kuvakannella",Suomi,"Normaali käytetty",,,,15,,published,yes,1,,no,833613,instock,simple,yes,Tietokirjallisuus->Psykologia,7,
Tietokirjallisuus->Biologia,Biologia,"Vanhenemisen biologia","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","vanhenemisen biologia.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Stig Berg (ym.)",,WSOY,,"1. p",1984,123,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,10,,published,yes,1,,no,833614,instock,simple,yes,Tietokirjallisuus->Biologia,7,
Tietokirjallisuus->Luonnonkansat,Luonnonkansat,"Jibbenainosay eli metsien henki - Roland Forresterin ja hänen orpanansa Editin ihmeelliset seikkailut Pohjois-Amerikan indiaanien keskuudessa","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.",Jibbenainosay.jpg,tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Rob M. Bird",,Kirja,,"1. p",1925,323,"Nidottu kuvakannella",Suomi,"Kulunut käytetty",,,,20,,published,yes,1,,no,833615,instock,simple,yes,Tietokirjallisuus->Luonnonkansat,7,
