category,skip,post_title,post_content,featured_image,attributes,pa_tekija,pa_sarja,pa_kustantaja,pa_painopaikka,pa_painos,pa_painovuosi,pa_sivumaara,pa_sidosasu,pa_kieli,pa_kuntoluokka,pa_identifiointinumero,pa_varastopaikka,pa_hylly,regular_price,tags,post_status,manage_stock,stock,weight,featured,sku,stock_status,product_type,sold_individually,tax_class,post_author,product_gallery
Tietokirjallisuus->Meri,Meri,"Viinameri - Pirtusotaa Itämerellä 1920-ja 1930-luvulla",,Viinameri.jpg,tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Raimo & Risto Pullat",,Tammi,,"1. p",2012,544,"Sidottu kansipaperein",Suomi,"Normaali käytetty",,,,25,,published,yes,1,,no,833437,instock,simple,yes,Tietokirjallisuus->Meri,7,
Tietokirjallisuus->Elämäkerrat,Elämäkerrat,"Charles Bukowskin elämä",,"Charles Bukowskin elämä.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Neeli Cherkowski",,Sammakko,,"1. p",2000,322,"Sidottu kuvakannella",Suomi,"Normaali käytetty",,,,18,,published,yes,1,,no,833438,instock,simple,yes,Tietokirjallisuus->Elämäkerrat,7,
Tietokirjallisuus->Sotahistoria,Sotahistoria,"Suomen Islam-seurakunnan veteraaniteos",,"Suomen Islam-seuran veteraaniteos.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Tuomo Hirvonen (toim.)",,"Suomen Islam-seurakunta Helsinki",,"1. p",2006,175,"Sidottu kuvakannella",Suomi,"Normaali käytetty",,,,18,,published,yes,1,,no,833439,instock,simple,yes,Tietokirjallisuus->Sotahistoria,7,
Tietokirjallisuus->Paikallishistoria,Paikallishistoria,"Sananparsia - Satakunta","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","Sananparsia Satakunta.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Niilo Valonen (ym.)",,WSOY,,"1. p",1939,158,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,12,,published,yes,1,,no,833440,instock,simple,yes,Tietokirjallisuus->Paikallishistoria,7,
Tietokirjallisuus->Paikallishistoria,Paikallishistoria,"Satakuntaa ja satakuntalaisia - Juhlajulkaisu omistettu Hj. Nortamolle","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","Satakuntaa ja satakuntalaisia.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,,,WSOY,,"1. p",1930,225,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,12,,published,yes,1,,no,833441,instock,simple,yes,Tietokirjallisuus->Paikallishistoria,7,
Tietokirjallisuus->Paikallishistoria,Paikallishistoria,"Lounais-Suomen tuulisuhteet","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","Lounais-Suomen tuuliolosuhteet.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Urpo Kuuskoski",,WSOY,,"1. p",1944,168,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,12,,published,yes,1,,no,833442,instock,simple,yes,Tietokirjallisuus->Paikallishistoria,7,
Tietokirjallisuus->Paikallishistoria,Paikallishistoria,"Satakunta - Kotiseututukimuksia III [ mm. Kallialan seurakunnan keskiaikaiset kirkontilit + Haverin kaivoksen historiikkia ( Viljakkala ) + Kyrösjärven nykyinen ja entinen otaksuttu vesiväylä + Entisen Ulvilan pitäjän maatilat II + Juhannuksen vietto Kankaanpään Vihtiläjärvellä ( Vihteljärvi ) + Satakunnan ryijyt  ]","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","Satakunta III.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,,,WSOY,,"1. p",1914,204,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,25,,published,yes,1,,no,833443,instock,simple,yes,Tietokirjallisuus->Paikallishistoria,7,
Tietokirjallisuus->Paikallishistoria,Paikallishistoria,"Satakunta - Kotiseututukimuksia V [ mm: Pohjois-Satakunnan vanha eräkulttuuri + Entisen Ulvilan pitäjän maatilat III. + Säkylän Pyhäjärven kuivaus jne. ]","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","Satakunta V.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,,,WSOY,,"1. p",1925,353,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,20,,published,yes,1,,no,833444,instock,simple,yes,Tietokirjallisuus->Paikallishistoria,7,
Tietokirjallisuus->Matkakirjat,Matkakirjat,Afrikka-kirja,"Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.",Afrikka-kirja.jpg,tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Akseli Gallen-Kallela",,WSOY,,"1. p",1931,266+kartta,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,25,,published,yes,1,,no,833445,instock,simple,yes,Tietokirjallisuus->Matkakirjat,7,
Tietokirjallisuus->Filosofia,Filosofia,"Zettel - Filosofisia katkelmia","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.",Zettel.jpg,tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Ludvig Wittgenstein",,WSOY,,"1. p",1978,159,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,15,,published,yes,1,,no,833446,instock,simple,yes,Tietokirjallisuus->Filosofia,7,
"Tietokirjallisuus->Lääketiede ja terveys","Lääketiede ja terveys","Kyläläisten kirjasia - Kyläläisten terveyssarja I ja II","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","kyläläisten terveysliittosarja I ja II.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Reijo Waara",,WSOY,,"1. p",1908-1909,,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,25,,published,yes,1,,no,833447,instock,simple,yes,"Tietokirjallisuus->Lääketiede ja terveys",7,
"Tietokirjallisuus->Kansanperinne ja -runous","Kansanperinne ja -runous","Wiro ja wirolaiset [ Viro ja virolaiset ]","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","wiro ja wirolaiset.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Gunnar Sarva",,WSOY,,"1. p",1919,163+kartta,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,18,,published,yes,1,,no,833448,instock,simple,yes,"Tietokirjallisuus->Kansanperinne ja -runous",7,
Tietokirjallisuus->Meri,Meri,"Valtamerillä - Akseli Urhosen merimieselämyksiä","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.",Valtamerillä.jpg,tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Hj. Nortamo",,WSOY,,"1. p",1930,154,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,12,,published,yes,1,,no,833449,instock,simple,yes,Tietokirjallisuus->Meri,7,
Tietokirjallisuus->Meri,Meri,"Rojohoppe viimene reis","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.",Rojohoppe.jpg,tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Hj. Nortamo",,WSOY,,"1. p",1921,132,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,12,,published,yes,1,,no,833450,instock,simple,yes,Tietokirjallisuus->Meri,7,
"Harrastekirjallisuus->Teatteri ja näytelmät","Teatteri ja näytelmät",Eulalia-täti,"Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.",Eulalia-täti.jpg,tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Hj. Nortamo",,WSOY,,"1. p",19129,144,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,10,,published,yes,1,,no,833451,instock,simple,yes,"Harrastekirjallisuus->Teatteri ja näytelmät",7,
