category,skip,post_title,post_content,featured_image,attributes,pa_tekija,pa_sarja,pa_kustantaja,pa_painopaikka,pa_painos,pa_painovuosi,pa_sivumaara,pa_sidosasu,pa_kieli,pa_kuntoluokka,pa_identifiointinumero,pa_varastopaikka,pa_hylly,regular_price,tags,post_status,manage_stock,stock,weight,featured,sku,stock_status,product_type,sold_individually,tax_class,post_author,product_gallery
Tietokirjallisuus->Taidehistoria,Taidehistoria,"Suomen koristetaiteiljain liitto Ornamo - Vuosikirja III","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut kappaleet saattavat olla lukemattomia, eli aukileikkaamattomia.","Suomen koristetaiteilijoiden liitto Ornamo vuosikirja III.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,,,WSOY,,"1. p",1928,76,"Nidottu kuvakannella",Suomi,"Kulunut käytetty",,,,30,,published,yes,1,,no,833257,instock,simple,yes,Tietokirjallisuus->Taidehistoria,7,
Tietokirjallisuus->Taidehistoria,Taidehistoria,"Koristetaiteilijain liitto Ornamon vuosikirja VI","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut kappaleet saattavat olla lukemattomia, eli aukileikkaamattomia.","Koristetaiteilijan liitto Ornamon vuosikirja VI.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,,,WSOY,,"1. p",1933,76,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,30,,published,yes,1,,no,833258,instock,simple,yes,Tietokirjallisuus->Taidehistoria,7,
Tietokirjallisuus->Taidehistoria,Taidehistoria,"Koristetaiteilijain liitto Ornamon vuosikirja 1927","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut kappaleet saattavat olla lukemattomia, eli aukileikkaamattomia.","Koristetaiteilijan liitto Ornamon vuosikirja 1927.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,,,WSOY,,"1. p",1927,74,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,30,,published,yes,1,,no,833259,instock,simple,yes,Tietokirjallisuus->Taidehistoria,7,
"Tietokirjallisuus->Yhteiskunta ja politiikka","Yhteiskunta ja politiikka","Rikollisuus ja sen vastustaminen","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut kappaleet saattavat olla lukemattomia, eli aukileikkaamattomia.","Rikollisuus ja sen vastustaminen.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Antti J. Pietilä",,WSOY,,"1. p",1922,124,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,15,,published,yes,1,,no,833260,instock,simple,yes,"Tietokirjallisuus->Yhteiskunta ja politiikka",7,
Tietokirjallisuus->Antiikki,Antiikki,"Lykurgos - Spartan lainsäätäjä","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut kappaleet saattavat olla lukemattomia, eli aukileikkaamattomia.",Lukurgos.jpg,tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,Plutarkhos,,WSOY,,"1. p",1942,55,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,20,,published,yes,1,,no,833261,instock,simple,yes,Tietokirjallisuus->Antiikki,7,
Tietokirjallisuus->Tekniikka,Tekniikka,"Maanmittausopin alkeita maanmittauksen harrastajia varten","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut kappaleet saattavat olla lukemattomia, eli aukileikkaamattomia.","Maanmittausopin alkeet.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Onni Ollila",,WSOY,,"3. p",1929,88,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,12,,published,yes,1,,no,833262,instock,simple,yes,Tietokirjallisuus->Tekniikka,7,
Tietokirjallisuus->Maantiede,Maantiede,"Kanadan opas","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut kappaleet saattavat olla lukemattomia, eli aukileikkaamattomia.","Kanadan opas.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Akseli Rauanheimo",,WSOY,,"1. p",1929,55,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,12,,published,yes,1,,no,833263,instock,simple,yes,Tietokirjallisuus->Maantiede,7,
Kaunokirjallisuus->Dekkarit,Dekkarit,"Pirunsaarelle tuomittu","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut kappaleet saattavat olla lukemattomia, eli aukileikkaamattomia.","Pirunsaarelle tuomittu.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Blair Niles",,WSOY,,"1. p",1931,300,"Nidottu kuvakannella",Suomi,"Kulunut käytetty",,,,15,,published,yes,1,,no,833264,instock,simple,yes,Kaunokirjallisuus->Dekkarit,7,
Kaunokirjallisuus->Romaanit,Romaanit,Tunturikertomuksia,"Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut kappaleet saattavat olla lukemattomia, eli aukileikkaamattomia.",Tunturikertomuksia.jpg,tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Pelle Molin",,WSOY,,"1. p",1902,63,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,20,,published,yes,1,,no,833265,instock,simple,yes,Kaunokirjallisuus->Romaanit,7,
Tietokirjallisuus->Sotahistoria,Sotahistoria,"Militarisoitu maa - Eräitä tosiasioita Neuvosto-Venäjästä ja sen voimakeinoista","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut kappaleet saattavat olla lukemattomia, eli aukileikkaamattomia.","Militarisoitu maa.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Frey Rydeberg (ym.)",,WSOY,,"1. p",1935,64,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,70,,published,yes,1,,no,833266,instock,simple,yes,Tietokirjallisuus->Sotahistoria,7,
Tietokirjallisuus->Taidehistoria,Taidehistoria,"Tyylikirja - Rakennus- huonekalu- ja koristetyylit Muinais-Egyptistä nykyaikaan","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut kappaleet saattavat olla lukemattomia, eli aukileikkaamattomia.",tyylikirja.jpg,tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Santeri Salokivi",,WSOY,,"1. p",1927,58,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,20,,published,yes,1,,no,833267,instock,simple,yes,Tietokirjallisuus->Taidehistoria,7,
Kaunokirjallisuus->Sotaromaanit,Sotaromaanit,"Hiiltynyt lehti - Vapaussotaromaani","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut kappaleet saattavat olla lukemattomia, eli aukileikkaamattomia.","Hiiltynyt lehti.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Martti Santavuori",,WSOY,,"1. p",1937,450,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,15,,published,yes,1,,no,833268,instock,simple,yes,Kaunokirjallisuus->Sotaromaanit,7,
