category,skip,post_title,post_content,featured_image,attributes,pa_tekija,pa_sarja,pa_kustantaja,pa_painopaikka,pa_painos,pa_painovuosi,pa_sivumaara,pa_sidosasu,pa_kieli,pa_kuntoluokka,pa_identifiointinumero,pa_varastopaikka,pa_hylly,regular_price,tags,post_status,manage_stock,stock,weight,featured,sku,stock_status,product_type,sold_individually,tax_class,post_author,product_gallery
Tietokirjallisuus->Uskontotiede,Uskontotiede,"Rukoilkaa lakkaamatta",,"Rukoilkaa lakkaamatta.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Igumeni Hariton (koon.)",,"Valamon luostari",,"1. p",1994,195,"Sidottu kansipaperein",Suomi,"Normaali käytetty",,,,20,,published,yes,1,,no,833565,instock,simple,yes,Tietokirjallisuus->Uskontotiede,7,
Tietokirjallisuus->Uskontotiede,Uskontotiede,"Vanhan Valamon esilukija kertoo","Nikolai Saikin nimmarilla!","Vanhan Valamon esilukija kertoo.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Nikolai Saiki",,"Valamon luostari",,"1. p",1981,351,"Sidottu kuvakannella",Suomi,"Normaali käytetty",,,,15,,published,yes,1,,no,833566,instock,simple,yes,Tietokirjallisuus->Uskontotiede,7,
Tietokirjallisuus->Uskontotiede,Uskontotiede,"Lintulan kronikka","Entisen omistajn nimi siististi tyhjällä esilehdellä","Lintulan kronikka.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"A. Panteleimon (toim.)",,"Valamon luostari",,"1. p",1992,174,"Sidottu kuvakannella",Suomi,"Normaali käytetty",,,,12,,published,yes,1,,no,833567,instock,simple,yes,Tietokirjallisuus->Uskontotiede,7,
Tietokirjallisuus->Uskontotiede,Uskontotiede,"Optinan isä Amvrosi","Ex libris -leima","Optinan isä Amvrosi.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Leena Levanto (toim.)",,"Valamon luostari",,"1. p",1996,271,"Sidottu kuvakannella",Suomi,"Normaali käytetty",,,,12,,published,yes,1,,no,833568,instock,simple,yes,Tietokirjallisuus->Uskontotiede,7,
Tietokirjallisuus->Uskontotiede,Uskontotiede,"Liekki lumessa - Venäläinen legenda","Ex libris -leima","Liekki lumessa.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Iulia de Beausobre",,"Valamon luostari",,"1. p",1991,176,"Sidottu kuvakannella",Suomi,"Normaali käytetty",,,,12,,published,yes,1,,no,833569,instock,simple,yes,Tietokirjallisuus->Uskontotiede,7,
Tietokirjallisuus->Uskontotiede,Uskontotiede,"Valamon paterikon - Luostarin isien elämäntarinoita","Ex libris -leima. Arkkimandriitta Panteleimonin nimmari!","Valamon paterikon.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"A. Panteleimon",,"Valamon luostari",,"1. p",1989,343,"Sidottu kansipaperein",Suomi,"Normaali käytetty",,,,15,,published,yes,1,,no,833570,instock,simple,yes,Tietokirjallisuus->Uskontotiede,7,
"Tietokirjallisuus->Lappi ja pohjoiset alueet","Lappi ja pohjoiset alueet","Lapin muisteluksia","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","Lapin muisteluksia.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Samuli Paulaharju",,WSOY,,"3. p",1977,230,"Sidottu kansipaperein",Suomi,"Normaali käytetty",,,,15,,published,yes,1,,no,833571,instock,simple,yes,"Tietokirjallisuus->Lappi ja pohjoiset alueet",7,
"Tietokirjallisuus->Lappi ja pohjoiset alueet","Lappi ja pohjoiset alueet","Teno - Saamen ja lohen virta","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","Teno - Saamen ja lohen virta.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Raimo O. Kojo",,WSOY,,"1. p",1984,298,"Sidottu kansipaperein",Suomi,"Normaali käytetty",,,,18,,published,yes,1,,no,833572,instock,simple,yes,"Tietokirjallisuus->Lappi ja pohjoiset alueet",7,
Harrastekirjallisuus->Antiikkiesineet,Antiikkiesineet,"Nuket ja nukkekodit","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","Nuket ja nukkekodit.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Sirkka Kopisto",,WSOY,,"1. p",1982,99,"Sidottu kansipaperein",Suomi,"Normaali käytetty",,,,15,,published,yes,1,,no,833573,instock,simple,yes,Harrastekirjallisuus->Antiikkiesineet,7,
"Harrastekirjallisuus->Ruoka ja gastronomia","Ruoka ja gastronomia","Leipä - Kotileipurin opas","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.",leipä.jpg,tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Christina Landergren",,WSOY,,"1. p",1977,127,"Sidottu kuvakannella",Suomi,"Normaali käytetty",,,,10,,published,yes,1,,no,833574,instock,simple,yes,"Harrastekirjallisuus->Ruoka ja gastronomia",7,
