category,skip,post_title,post_content,featured_image,attributes,pa_tekija,pa_sarja,pa_kustantaja,pa_painopaikka,pa_painos,pa_painovuosi,pa_sivumaara,pa_sidosasu,pa_kieli,pa_kuntoluokka,pa_identifiointinumero,pa_varastopaikka,pa_hylly,regular_price,tags,post_status,manage_stock,stock,weight,featured,sku,stock_status,product_type,sold_individually,tax_class,post_author,product_gallery
Tietokirjallisuus->Venäjä,Venäjä,"Bolshevikit - Suomalaisen silminnäkijän havaintoja","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut kappaleet saattavat olla lukemattomia, eli aukileikkaamattomia.",Bolshevikit.jpg,tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"E. Pärnänen",,WSOY,,"1. p",1922,119,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,15,,published,yes,1,,no,833157,instock,simple,yes,Tietokirjallisuus->Venäjä,7,
Tietokirjallisuus->Filosofia,Filosofia,"Bushido - Japanin sielu","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut kappaleet saattavat olla lukemattomia, eli aukileikkaamattomia.","Bushido Japanin sielu.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Inazo Nitobe",,WSOY,,"1. p",1942,230,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,30,,published,yes,1,,no,833158,instock,simple,yes,Tietokirjallisuus->Filosofia,7,
Tietokirjallisuus->Sotahistoria,Sotahistoria,"Pohjan Poikain matkassa - Muistelmia Viron retkeltä keväällä v. 1919","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut kappaleet saattavat olla lukemattomia, eli aukileikkaamattomia.","Pohjan poikain matkassa.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Kyllikki Pohjala",,WSOY,,"1. p",1920,147,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,35,,published,yes,1,,no,833159,instock,simple,yes,Tietokirjallisuus->Sotahistoria,7,
"Harrastekirjallisuus->Maa- ja metsätalous","Maa- ja metsätalous","Kanojen hoito","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut kappaleet saattavat olla lukemattomia, eli aukileikkaamattomia.","Kanojen hoito.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Matti Järvi",,WSOY,,"6. p",1931,232,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,20,,published,yes,1,,no,833160,instock,simple,yes,"Harrastekirjallisuus->Maa- ja metsätalous",7,
"Harrastekirjallisuus->Metsästys ja kalastus","Metsästys ja kalastus","Kalavesiemme tuotannon perusteet","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut kappaleet saattavat olla lukemattomia, eli aukileikkaamattomia.","Kalavesiemme tuotannon perusteet.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"H. Järnefelt",,WSOY,,"1. p",1927,135+liitetaulukko,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,25,,published,yes,1,,no,833161,instock,simple,yes,"Harrastekirjallisuus->Metsästys ja kalastus",7,
Tietokirjallisuus->Tekniikka,Tekniikka,Valokuvausopas,"Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut kappaleet saattavat olla lukemattomia, eli aukileikkaamattomia.",Valokuvausopas.jpg,tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"E. Piirinen",,Kirja,,"2. p",1924,204,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,15,,published,yes,1,,no,833162,instock,simple,yes,Tietokirjallisuus->Tekniikka,7,
"Tietokirjallisuus->Suomi 1918","Suomi 1918","Vihollisen leirissä punaisen kapinan aikana","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut kappaleet saattavat olla lukemattomia, eli aukileikkaamattomia.","Vihollisen leirissä punaisen kapinan aikaan.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"K.N. Rantakari",,WSOY,,"1. p",1919,294,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,15,,published,yes,1,,no,833163,instock,simple,yes,"Tietokirjallisuus->Suomi 1918",7,
"Tietokirjallisuus->Suomi 1918","Suomi 1918","Petsamoa perimässä","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut kappaleet saattavat olla lukemattomia, eli aukileikkaamattomia.","Petsamoa perimässä.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Sulo-Weikko Pekkola",,WSOY,,"1. p",1930,216+kartta,"Sidottu kansipaperein",Suomi,"Normaali käytetty",,,,15,,published,yes,1,,no,833164,instock,simple,yes,"Tietokirjallisuus->Suomi 1918",7,
"Harrastekirjallisuus->Maa- ja metsätalous","Maa- ja metsätalous",Uittoteknologia,"Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut kappaleet saattavat olla lukemattomia, eli aukileikkaamattomia.",Uittoteknologia.jpg,tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Arvi Oksala",,WSOY,,"3. p",1947,370,"Sidottu kansipaperein",Suomi,"Normaali käytetty",,,,15,,published,yes,1,,no,833165,instock,simple,yes,"Harrastekirjallisuus->Maa- ja metsätalous",7,
"Harrastekirjallisuus->Nuorten kirjat","Nuorten kirjat","Mitä kukat opettavat meille","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut kappaleet saattavat olla lukemattomia, eli aukileikkaamattomia.","Mitä kukat meille opettavat.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Eva Travers / Evered Poole",,WSOY,,"1. p",1896,75,"Sidottu kuvakannella",Suomi,"Normaali käytetty",,,,15,,published,yes,1,,no,833166,instock,simple,yes,"Harrastekirjallisuus->Nuorten kirjat",7,
