category,skip,post_title,post_content,featured_image,attributes,pa_tekija,pa_sarja,pa_kustantaja,pa_painopaikka,pa_painos,pa_painovuosi,pa_sivumaara,pa_sidosasu,pa_kieli,pa_kuntoluokka,pa_identifiointinumero,pa_varastopaikka,pa_hylly,regular_price,tags,post_status,manage_stock,stock,weight,featured,sku,stock_status,product_type,sold_individually,tax_class,post_author,product_gallery
Tietokirjallisuus->Elämäkerrat,Elämäkerrat,"Tove Jansson - Muumilaakson luoja","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","Tove jansson.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Tordis Örjasaeter",,WSOY,,"1. p",1987,151,"Sidottu kuvakannella",Suomi,"Normaali käytetty",,,,12,,published,yes,1,,no,833525,instock,simple,yes,Tietokirjallisuus->Elämäkerrat,7,
Tietokirjallisuus->Eläintiede,Eläintiede,"Kuinka meidän tulee eläinten kanssa seurustella","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","Kuinka meidän tulee eläinten kanssa seurustella.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"L.E. Björkman",,WSOY,,"2. p",1994,106,"Sidottu kuvakannella",Suomi,"Normaali käytetty",,,,10,,published,yes,1,,no,833526,instock,simple,yes,Tietokirjallisuus->Eläintiede,7,
Tietokirjallisuus->Maantiede,Maantiede,"Maantieteellisiä kuvauksia Maapallon kaikista osista  I-IV","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","Maantieteellisiä kuvauksia.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Isak Fehr",,WSOY,,"1. p",1899,200+197+182+197,Sidottu,Suomi,"Normaali käytetty",,,,25,,published,yes,1,,no,833527,instock,simple,yes,Tietokirjallisuus->Maantiede,7,
Tietokirjallisuus->Eläintiede,Eläintiede,"Kotieläintemme anatomia","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","Kotieläintemme anatomia.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Yrjö Kajava",,WSOY,,"6. p",1930,120,"Sidottu kuvakannella",Suomi,"Normaali käytetty",,,,12,,published,yes,1,,no,833528,instock,simple,yes,Tietokirjallisuus->Eläintiede,7,
Harrastekirjallisuus->Rajatieto,Rajatieto,"Kädestä katsomisen taito","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","Kädestä katsomisen taito.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Roz Levine",,WSOY,,"1. p",1993,128,"Sidottu kuvakannella",Suomi,"Normaali käytetty",,,,15,,published,yes,1,,no,833529,instock,simple,yes,Harrastekirjallisuus->Rajatieto,7,
Tietokirjallisuus->Tekniikka,Tekniikka,Radiokirja,"Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.",radiokirja.jpg,tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"T.K. Laakso",,WSOY,,"2. p",1929,222,"Sidottu kuvakannella",Suomi,"Normaali käytetty",,,,15,,published,yes,1,,no,833530,instock,simple,yes,Tietokirjallisuus->Tekniikka,7,
Kaunokirjallisuus->Romaanit,Romaanit,"Lapsuuteni Muistoja","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","Lapsuuteni muistoja.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Teuvo Pakkala",,WSOY,,"2. p",1895,72,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,12,,published,yes,1,,no,833531,instock,simple,yes,Kaunokirjallisuus->Romaanit,7,
Tietokirjallisuus->Sotahistoria,Sotahistoria,"Elektrooniputki ja sen käytäntö radiotekniikassa - Suojeluskunnille radiokursseja varten","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.",Elektrooniputki.jpg,tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"B. Petrelius",,WSOY,,"1. p",1924,110,"Nidottu kuvakannella",Suomi,"Kulunut käytetty",,,,25,,published,yes,1,,no,833532,instock,simple,yes,Tietokirjallisuus->Sotahistoria,7,
Kaunokirjallisuus->Romaanit,Romaanit,"Vanhan majurin huolet","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","Vanhan majurin huolet.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"""Q"" (A.T. Quillier-Couch)",,Kirja,,"1. p",1926,346,"Nidottu kuvakannella",Suomi,"Kulunut käytetty",,,,15,,published,yes,1,,no,833533,instock,simple,yes,Kaunokirjallisuus->Romaanit,7,
"Harrastekirjallisuus->Metsästys ja kalastus","Metsästys ja kalastus",Korpimailta,"Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.",Korpimailta.jpg,tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Lennart Segerstråle",,WSOY,,"1. p",1924,110,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,18,,published,yes,1,,no,833534,instock,simple,yes,"Harrastekirjallisuus->Metsästys ja kalastus",7,
