category,skip,post_title,post_content,featured_image,attributes,pa_tekija,pa_sarja,pa_kustantaja,pa_painopaikka,pa_painos,pa_painovuosi,pa_sivumaara,pa_sidosasu,pa_kieli,pa_kuntoluokka,pa_identifiointinumero,pa_varastopaikka,pa_hylly,regular_price,tags,post_status,manage_stock,stock,weight,featured,sku,stock_status,product_type,sold_individually,tax_class,post_author,product_gallery
Tietokirjallisuus->Paikallishistoria,Paikallishistoria,"Porkkala on meidän - Jälkikatsaus sanoin ja kuvin","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut kappaleet saattavat olla lukemattomia, eli aukileikkaamattomia.","Porkkala on meidän.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Kai Brunila",,WSOY,,"1. p",1956,141+kartta,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,15,,published,yes,1,,no,833075,instock,simple,yes,Tietokirjallisuus->Paikallishistoria,7,
Tietokirjallisuus->Paikallishistoria,Paikallishistoria,"Kansatieteellisiä kertomuksia Pohjois-Aunuksesta","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut kappaleet saattavat olla lukemattomia, eli aukileikkaamattomia.","Kansatieteellisiä kuvauksia pohjois-aunuksesta.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Ilmari Manninen",,WSOY,,"1. p",1919,85,"Nidottu kuvakannella",Suomi,"Kulunut käytetty",,,,17,,published,yes,1,,no,833077,instock,simple,yes,Tietokirjallisuus->Paikallishistoria,7,
"Harrastekirjallisuus->Erä ja retkeily","Erä ja retkeily","Saloilta ja vesiltä - Luonnonkertomuksia","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut kappaleet saattavat olla lukemattomia, eli aukileikkaamattomia.","Saloilta ja vesiltä.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Aaro A. Nuutinen",,WSOY,,"1. p",1921,108,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,15,,published,yes,1,,no,833078,instock,simple,yes,"Harrastekirjallisuus->Erä ja retkeily",7,
Harrastekirjallisuus->Elämänhallinta,Elämänhallinta,"Järjestelmäni naisille - 15 minuuttia päivässä terveyden ja kauneuden hyväksi","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut kappaleet saattavat olla lukemattomia, eli aukileikkaamattomia.","Järjestelmäni naisille.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"J.P. Mäller",,WSOY,,"8. p",1926,"108 + jumppaliite","Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,10,,published,yes,1,,no,833079,instock,simple,yes,Harrastekirjallisuus->Elämänhallinta,7,
"Harrastekirjallisuus->Maa- ja metsätalous","Maa- ja metsätalous","Vasikasta siitossonniksi","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut kappaleet saattavat olla lukemattomia, eli aukileikkaamattomia.","Vasikasta siitossonniksi.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Tatu Nissinen",,WSOY,,"1. p",1942,90,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,25,,published,yes,1,,no,833080,instock,simple,yes,"Harrastekirjallisuus->Maa- ja metsätalous",7,
"Harrastekirjallisuus->Maa- ja metsätalous","Maa- ja metsätalous","Itä-Suomen karjan jalostustyä","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut kappaleet saattavat olla lukemattomia, eli aukileikkaamattomia.","Itä-Suomen karjan jalostustyä.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Tatu Nissinen",,WSOY,,"1. p",1923,275,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,25,,published,yes,1,,no,833081,instock,simple,yes,"Harrastekirjallisuus->Maa- ja metsätalous",7,
Kaunokirjallisuus->Romaanit,Romaanit,"Kotipellon kynnäkseltä","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut kappaleet saattavat olla lukemattomia, eli aukileikkaamattomia.","Kotipellon kynnäkseltä.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Jouko Nikkinen",,WSOY,,"1. p",1911,129,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,10,,published,yes,1,,no,833082,instock,simple,yes,Kaunokirjallisuus->Romaanit,7,
"Tietokirjallisuus->Arkkitehtuuri ja Design","Arkkitehtuuri ja Design","Pandirektio-perspektiivi [ Pandirektioperspektiivi ]","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut kappaleet saattavat olla lukemattomia, eli aukileikkaamattomia.",pandirektio-perspektiivi.jpg,tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Ilmari Launis",,WSOY,,"1. p",1948,39,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,15,,published,yes,1,,no,833083,instock,simple,yes,"Tietokirjallisuus->Arkkitehtuuri ja Design",7,
"Tietokirjallisuus->Suomen historia","Suomen historia","Miten maatamme hallitaan ja miten itse hallitsemme itseämme + Suomen historia","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut kappaleet saattavat olla lukemattomia, eli aukileikkaamattomia.","Miten maatamme hallitaan.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"V. Malin",,WSOY,,"1. p",1894,79+104,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,15,,published,yes,1,,no,833084,instock,simple,yes,"Tietokirjallisuus->Suomen historia",7,
"Tietokirjallisuus->Suomen historia","Suomen historia","Mustafa Kemal - Uuden Turkin luoja","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut kappaleet saattavat olla lukemattomia, eli aukileikkaamattomia.","Mustafa Kemal.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Dagobert von Mikusch",,WSOY,,"1. p",1930,415,"Nidottu kuvakannella",Suomi,"Kulunut käytetty",,,,15,,published,yes,1,,no,833085,instock,simple,yes,"Tietokirjallisuus->Suomen historia",7,
"Tietokirjallisuus->Suomi 1918","Suomi 1918","Aseveljet I-II","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut kappaleet saattavat olla lukemattomia, eli aukileikkaamattomia.",Aseveljet.jpg,tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"K.A. Wegelius",,WSOY,,"3. p",1934,"324+400 + kartat","Sidottu kansipaperein",Suomi,"Normaali käytetty",,,,15,,published,yes,1,,no,833086,instock,simple,yes,"Tietokirjallisuus->Suomi 1918",7,
"Tietokirjallisuus->Kolmas valtakunta","Kolmas valtakunta","Ajatuksia tyäpalvelusta","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut kappaleet saattavat olla lukemattomia, eli aukileikkaamattomia.","Ajatuksia tyäpalvelusta.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Oberstarbeitsfährer Mäller-Brandenburg",,WSOY,,"1. p",1942,54,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,55,,published,yes,1,,no,833087,instock,simple,yes,"Tietokirjallisuus->Kolmas valtakunta",7,
