category,skip,post_title,post_content,featured_image,attributes,pa_tekija,pa_sarja,pa_kustantaja,pa_painopaikka,pa_painos,pa_painovuosi,pa_sivumaara,pa_sidosasu,pa_kieli,pa_kuntoluokka,pa_identifiointinumero,pa_varastopaikka,pa_hylly,regular_price,tags,post_status,manage_stock,stock,weight,featured,sku,stock_status,product_type,sold_individually,tax_class,post_author,product_gallery
"Harrastekirjallisuus->Ruoka ja gastronomia","Ruoka ja gastronomia","Kortiton ruoka ja miten käytän korttiannokseni","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","Kortiton ruoka.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Aarne Nissinen / Eva Somersalo",,WSOY,,"1. p",1942,182,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,15,,published,yes,1,,no,833392,instock,simple,yes,"Harrastekirjallisuus->Ruoka ja gastronomia",7,
Tietokirjallisuus->Taloustiede,Taloustiede,"Tehoava puhetaito","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","tehoava puhetaito.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,,,WSOY,,"1. p",1935,195,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,12,,published,yes,1,,no,833393,instock,simple,yes,Tietokirjallisuus->Taloustiede,7,
Tietokirjallisuus->Taloustiede,Taloustiede,"Markkojen historia - Säästäjän tilikirja","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","Markkojen historia.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,,,WSOY,,"1. p",1929,,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,10,,published,yes,1,,no,833394,instock,simple,yes,Tietokirjallisuus->Taloustiede,7,
Tietokirjallisuus->Militaria,Militaria,Ilmatorjunta,"Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.",Ilmatorjunta.jpg,tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"I. Paasikivi",,WSOY,,"1. p",1932,101,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,30,,published,yes,1,,no,833395,instock,simple,yes,Tietokirjallisuus->Militaria,7,
Harrastekirjallisuus->Käsityöt,Käsityöt,Leninkiompelu,"Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.",Leninkiompelu.jpg,tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Helsingin Leikkuu-akatemia",,WSOY,,"1. p",1936,36+liitekuvat,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,20,,published,yes,1,,no,833396,instock,simple,yes,Harrastekirjallisuus->Käsityöt,7,
"Tietokirjallisuus->Suomen historia","Suomen historia","Tuokiokuvia matkan varrelta [ Tuokiokuvia Kuusamon matkalta ]","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","Tuokiokuvia Kuusamon matkalta.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Santeri Ingman",,WSOY,,"1. p",1892,116,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,80,,published,yes,1,,no,833397,instock,simple,yes,"Tietokirjallisuus->Suomen historia",7,
"Tietokirjallisuus->Kielet ja kielitiede","Kielet ja kielitiede","Kiina / Suomi sanakirja [ Kiina-suomi sanakirja ]","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","Kiina suomi sanakirja.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Annikki Arponen",,WSOY,,"1. p",1985,484,"Sidottu kuvakannella",Suomi,"Normaali käytetty",,,,25,,published,yes,1,,no,833398,instock,simple,yes,"Tietokirjallisuus->Kielet ja kielitiede",7,
"Tietokirjallisuus->Junat ja rautatie","Junat ja rautatie","Höyryveturit ja niiden hoito","kansipapereissa kuvan mukaista kulumaa. Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","Höyryveturit ja niiden hoito.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"M. Ivalo",,WSOY,,"1. p",1945,596,"Sidottu kansipaperein",Suomi,"Normaali käytetty",,,,50,,published,yes,1,,no,833399,instock,simple,yes,"Tietokirjallisuus->Junat ja rautatie",7,
Tietokirjallisuus->Paikallishistoria,Paikallishistoria,"Idyllinen Kristiinankaupunki / Idyllen Kristinestad","kansipapereissa kuvan mukaista kulumaa. Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","Idyllinen Kristiinankaupunki.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Axel Häggman (ym.)",,WSOY,,"1. p",1949,70,"Sidottu kansipaperein",Suomi/ruotsi,"Normaali käytetty",,,,20,,published,yes,1,,no,833400,instock,simple,yes,Tietokirjallisuus->Paikallishistoria,7,
Kaunokirjallisuus->Romaanit,Romaanit,"Saatana saapuu Moskovaan","kansipapereissa kuvan mukaista kulumaa. Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","Saatana saapuu moskovaan.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Mihail Bulgakov",,WSOY,,"3. p",1980,502,"Sidottu kansipaperein",Suomi/ruotsi,"Normaali käytetty",,,,20,,published,yes,1,,no,833401,instock,simple,yes,Kaunokirjallisuus->Romaanit,7,
