category,skip,post_title,post_content,featured_image,attributes,pa_tekija,pa_sarja,pa_kustantaja,pa_painopaikka,pa_painos,pa_painovuosi,pa_sivumaara,pa_sidosasu,pa_kieli,pa_kuntoluokka,pa_identifiointinumero,pa_varastopaikka,pa_hylly,regular_price,tags,post_status,manage_stock,stock,weight,featured,sku,stock_status,product_type,sold_individually,tax_class,post_author,product_gallery
Tietokirjallisuus->Kasvitiede,Kasvitiede,"Metsänhoidon perusteet I - Kasvibiologian ja kasvimaantieteen pääpiirteet","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut kappaleet saattavat olla lukemattomia, eli aukileikkaamattomia","Metsänhoidon perusteet.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"A. K. Cajander",,WSOY,,"1. p",1933,735,"Sidottu kansipaperein",Suomi,"Normaali käytetty",,,,25,,published,yes,1,,no,833104,instock,simple,yes,Tietokirjallisuus->Kasvitiede,7,
"Tietokirjallisuus->Suomen historia","Suomen historia","Suomen sahateollisuuden historia","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut kappaleet saattavat olla lukemattomia, eli aukileikkaamattomia","Suomen sahateollisuuden historia.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Jorma Ahvenainen",,WSOY,,"1. p",1984,461,"Sidottu kansipaperein",Suomi,"Normaali käytetty",,,,20,,published,yes,1,,no,833105,instock,simple,yes,"Tietokirjallisuus->Suomen historia",7,
"Tietokirjallisuus->Lääketiede ja terveys","Lääketiede ja terveys","Luentoja rinnan elinten diagnostiikan ja kirurgian alalta","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut kappaleet saattavat olla lukemattomia, eli aukileikkaamattomia","Luentoja rinnan elinten.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"P.E.A. Nylander",,WSOY,,"1. p",1947,220,"Sidottu kansipaperein",Suomi,"Normaali käytetty",,,,20,,published,yes,1,,no,833106,instock,simple,yes,"Tietokirjallisuus->Lääketiede ja terveys",7,
Tietokirjallisuus->Karjala,Karjala,"Kadonnutta Inkeriä","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut kappaleet saattavat olla lukemattomia, eli aukileikkaamattomia","kadonnutta inkeriä.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Antti Hämäläinen",,WSOY,,"1. p",1944,,"Sidottu kansipaperein",Suomi,"Normaali käytetty",,,,20,,published,yes,1,,no,833107,instock,simple,yes,Tietokirjallisuus->Karjala,7,
"Harrastekirjallisuus->Askartelu ja kädentaidot","Askartelu ja kädentaidot","Metallityöpiirustuksia kansa- ja jatkokouluille","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut kappaleet saattavat olla lukemattomia, eli aukileikkaamattomia",Metallityöpiirustuksia.jpg,tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Arvo Jussila",,WSOY,,"1. p",1938,29,Kansio,Suomi,"Normaali käytetty",,,,30,,published,yes,1,,no,833108,instock,simple,yes,"Harrastekirjallisuus->Askartelu ja kädentaidot",7,
"Harrastekirjallisuus->Askartelu ja kädentaidot","Askartelu ja kädentaidot",Viivainpiirustus,"Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut kappaleet saattavat olla lukemattomia, eli aukileikkaamattomia",Viivainpiirustus.jpg,tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Lauri kaisala",,WSOY,,"1. p",1939,"51 +opas",Kansio,Suomi,"Normaali käytetty",,,,30,,published,yes,1,,no,833109,instock,simple,yes,"Harrastekirjallisuus->Askartelu ja kädentaidot",7,
"Harrastekirjallisuus->Askartelu ja kädentaidot","Askartelu ja kädentaidot",Puutyöpiirustuksia,"Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut kappaleet saattavat olla lukemattomia, eli aukileikkaamattomia",Puutyöpiirustuksia.jpg,tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Lauri Kaisla",,WSOY,,"1. p",1941,"58 +opas",Kansio,Suomi,"Normaali käytetty",,,,30,,published,yes,1,,no,833110,instock,simple,yes,"Harrastekirjallisuus->Askartelu ja kädentaidot",7,
"Harrastekirjallisuus->Askartelu ja kädentaidot","Askartelu ja kädentaidot","Kansakoulun veistopiirustuksia I","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut kappaleet saattavat olla lukemattomia, eli aukileikkaamattomia","kansakoulun veistopiirustuksia I.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Lauri Kaisla",,WSOY,,"3. p",1951,"42 +opas",Kansio,Suomi,"Normaali käytetty",,,,30,,published,yes,1,,no,833111,instock,simple,yes,"Harrastekirjallisuus->Askartelu ja kädentaidot",7,
"Harrastekirjallisuus->Askartelu ja kädentaidot","Askartelu ja kädentaidot","Kansakoulun veistopiirustuksia II","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut kappaleet saattavat olla lukemattomia, eli aukileikkaamattomia","kansakoulun veistopiirustuksia II.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Lauri Kaisla",,WSOY,,"1. p",1938,"80 +opas",Kansio,Suomi,"Normaali käytetty",,,,30,,published,yes,1,,no,833112,instock,simple,yes,"Harrastekirjallisuus->Askartelu ja kädentaidot",7,
Tietokirjallisuus->Kasvitiede,Kasvitiede,Puutarhakirja,"Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut kappaleet saattavat olla lukemattomia, eli aukileikkaamattomia",puutarhakirja.jpg,tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"O. Relander",,WSOY,,"1. p",1919,116,"Sidottu kuvakannella",Suomi,"Normaali käytetty",,,,12,,published,yes,1,,no,833113,instock,simple,yes,Tietokirjallisuus->Kasvitiede,7,
