category,skip,post_title,post_content,featured_image,attributes,pa_tekija,pa_sarja,pa_kustantaja,pa_painopaikka,pa_painos,pa_painovuosi,pa_sivumaara,pa_sidosasu,pa_kieli,pa_kuntoluokka,pa_identifiointinumero,pa_varastopaikka,pa_hylly,regular_price,tags,post_status,manage_stock,stock,weight,featured,sku,stock_status,product_type,sold_individually,tax_class,post_author,product_gallery
"Harrastekirjallisuus->Erä ja retkeily","Erä ja retkeily","Hankien tarinoita","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","hankien tarinoita.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"A.E. Järvinen",,WSOY,,"2. p",1983,173,"Sidottu kansipaperein",Suomi,"Normaali käytetty",,,,15,,published,yes,1,,no,833418,instock,simple,yes,"Harrastekirjallisuus->Erä ja retkeily",7,
"Harrastekirjallisuus->Erä ja retkeily","Erä ja retkeily","Tervaksentuoksuinen erämaa","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","tervaksentuoksuinen erämaa.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"A.E. Järvinen",,WSOY,,"2. p",1984,222,"Sidottu kansipaperein",Suomi,"Normaali käytetty",,,,15,,published,yes,1,,no,833419,instock,simple,yes,"Harrastekirjallisuus->Erä ja retkeily",7,
Harrastekirjallisuus->Urheilu,Urheilu,"Uinti kaikkien taidoksi","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","Uinti kaikkien taidoksi.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Tuulikki Kyllönen",,Aura,,"1. p",1948,149,"Sidottu kansipaperein",Suomi,"Normaali käytetty",,,,15,,published,yes,1,,no,833420,instock,simple,yes,Harrastekirjallisuus->Urheilu,7,
Tietokirjallisuus->Uskontotiede,Uskontotiede,"Erämaan hedelmälliset puutarhat - Erakkoisien opetuksia","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","Erämaan hedelmälliset puutarhat.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Arkkipiispa Paavali (toim.)",,WSOY,,"1. p",1978,101,"Sidottu kansipaperein",Suomi,"Normaali käytetty",,,,12,,published,yes,1,,no,833421,instock,simple,yes,Tietokirjallisuus->Uskontotiede,7,
Tietokirjallisuus->Sotahistoria,Sotahistoria,"Tutka toisessa maailmansodassa","[kansipapereissa kuvan mukaista kulumaa] Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","Tutka toisessa maailmansodassa.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"V.E. Saura",,WSOY,,"1. p",1950,304,"Sidottu kansipaperein",Suomi,"Normaali käytetty",,,,20,,published,yes,1,,no,833422,instock,simple,yes,Tietokirjallisuus->Sotahistoria,7,
"Tietokirjallisuus->Kielet ja kielitiede","Kielet ja kielitiede","Käytännöllistä Saksaa - Kokoelma tekstejä ja harjoituksia","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","Käytännöllistä saksaa.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"E. Hagfors",,WSOY,,"1. p",1942,102,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,15,,published,yes,1,,no,833423,instock,simple,yes,"Tietokirjallisuus->Kielet ja kielitiede",7,
"Harrastekirjallisuus->Erä ja retkeily","Erä ja retkeily",Retkeilykerhotoiminta,"Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.",Retkeilykerhotoiminta.jpg,tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"K. Kaikusaari",,WSOY,,"1. p",1940,114,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,12,,published,yes,1,,no,833424,instock,simple,yes,"Harrastekirjallisuus->Erä ja retkeily",7,
Harrastekirjallisuus->Taide,Taide,"Perspektiiviopin alkeet","[Kannessa kuvan mukainen valon jättämä jälki] Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","Perspektiivin alkeet.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Ernst Nordström",,WSOY,,"1. p",1912,29,"Nidottu kuvakannella",Suomi,"Kulunut käytetty",,,,15,,published,yes,1,,no,833425,instock,simple,yes,Harrastekirjallisuus->Taide,7,
"Harrastekirjallisuus->Maa- ja metsätalous","Maa- ja metsätalous","Nykyaikainen laiduntalous","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","Nykyaikainen laiduntalous.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Hannes Nylander",,WSOY,,"1. p",1919,61,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,12,,published,yes,1,,no,833426,instock,simple,yes,"Harrastekirjallisuus->Maa- ja metsätalous",7,
"Harrastekirjallisuus->Maa- ja metsätalous","Maa- ja metsätalous","Ohjeita karjataloudesta I-II","[2. ja 1. painos] Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","Ohjeita karjataloudesta.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Hannes Nylander",,WSOY,,,1907,53+53,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,20,,published,yes,1,,no,833427,instock,simple,yes,"Harrastekirjallisuus->Maa- ja metsätalous",7,
