category,skip,post_title,post_content,featured_image,attributes,pa_tekija,pa_sarja,pa_kustantaja,pa_painopaikka,pa_painos,pa_painovuosi,pa_sivumaara,pa_sidosasu,pa_kieli,pa_kuntoluokka,pa_identifiointinumero,pa_varastopaikka,pa_hylly,regular_price,tags,post_status,manage_stock,stock,weight,featured,sku,stock_status,product_type,sold_individually,tax_class,post_author,product_gallery
Harrastekirjallisuus->Musiikki,Musiikki,"Laulu ja soitto - Säestykset laulukirjaan Laula sinäkin","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","laulu ja soitto.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Olavi Ingman",,WSOY,,"1. p",1953,306,"Sidottu kansipaperein",Suomi,"Normaali käytetty",,,,25,,published,yes,1,,no,833402,instock,simple,yes,Harrastekirjallisuus->Musiikki,7,
Harrastekirjallisuus->Musiikki,Musiikki,"Olavi Virta - Legenda jo eläessään","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","Olavi Virta - Legenda jo eläessään.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Peter von Bagh (ym.)",,WSOY,,"3. p",1995,210,"Sidottu kansipaperein",Suomi,"Normaali käytetty",,,,12,,published,yes,1,,no,833403,instock,simple,yes,Harrastekirjallisuus->Musiikki,7,
Tietokirjallisuus->Uskontotiede,Uskontotiede,"Abba Dorotheoksen kaksitoista opetuspuhetta","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","Abba Dorotheoksen.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Abba Dorotheos",,WSOY,,"1. p",1979,139,"Sidottu kansipaperein",Suomi,"Normaali käytetty",,,,12,,published,yes,1,,no,833404,instock,simple,yes,Tietokirjallisuus->Uskontotiede,7,
Tietokirjallisuus->Venäjä,Venäjä,Moskovalaistulva,"Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.",Moskovalaistulva.jpg,tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Georg Popoff",,WSOY,,"1. p",1928,199,"Sidottu kansipaperein",Suomi,"Normaali käytetty",,,,20,,published,yes,1,,no,833405,instock,simple,yes,Tietokirjallisuus->Venäjä,7,
Kaunokirjallisuus->Scifi,Scifi,"Avaruuden portti","Arkistopaikka merkitty lyijykynällä. Ei leimoja.","Avaruuden portti.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Fredrik Pohl",,WSOY,,"1. p",1981,336,"Sidottu kansipaperein",Suomi,"Normaali käytetty",,,,30,,published,yes,1,,no,833406,instock,simple,yes,Kaunokirjallisuus->Scifi,7,
"Tietokirjallisuus->Kansanperinne ja -runous","Kansanperinne ja -runous","Suomalaisia kansantanhuja","Sisältää nuotit. Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","Suomalaisia kansantanhuja.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Asko Pulkkinen",,Kirja,,"1. p",1929,2014,"Nidottu kuvakannella",Suomi,"Kulunut käytetty",,,,12,,published,yes,1,,no,833407,instock,simple,yes,"Tietokirjallisuus->Kansanperinne ja -runous",7,
"Tietokirjallisuus->Yritys- ja järjestöhistoriat","Yritys- ja järjestöhistoriat","Friitalan nahkatehdas Oy","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","Friitalan nahkatehdas.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,,,"Friitalan nahkatehdas",,"1. p",1934,,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,12,,published,yes,1,,no,833408,instock,simple,yes,"Tietokirjallisuus->Yritys- ja järjestöhistoriat",7,
Tietokirjallisuus->Sotahistoria,Sotahistoria,"Valikoima kenttälauluja","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","valikoima kenttälauluja.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,,,"Puolustusministeriön sanomatoimisto",,"1. p",1939,32,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,15,,published,yes,1,,no,833409,instock,simple,yes,Tietokirjallisuus->Sotahistoria,7,
Tietokirjallisuus->Sotahistoria,Sotahistoria,"Taistelukaasujen vaikutus ja kaasusairaiden hoito","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","Taistelukaasujen vaikutus.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,,,(WSOY),,"1. p",1939,105+liitteet,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,15,,published,yes,1,,no,833410,instock,simple,yes,Tietokirjallisuus->Sotahistoria,7,
Tietokirjallisuus->Sotahistoria,Sotahistoria,"Käsityöpiirustuksia I","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.",Käsityöpiirustuksia.jpg,tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Toivo Ojala",,"Kouluaitta Oy",,"1. p",1934,48,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,20,,published,yes,1,,no,833411,instock,simple,yes,Tietokirjallisuus->Sotahistoria,7,
