category,skip,post_title,post_content,featured_image,attributes,pa_tekija,pa_sarja,pa_kustantaja,pa_painopaikka,pa_painos,pa_painovuosi,pa_sivumaara,pa_sidosasu,pa_kieli,pa_kuntoluokka,pa_identifiointinumero,pa_varastopaikka,pa_hylly,regular_price,tags,post_status,manage_stock,stock,weight,featured,sku,stock_status,product_type,sold_individually,tax_class,post_author,product_gallery
"Tietokirjallisuus->Kielet ja kielitiede","Kielet ja kielitiede","Password - English Dictionary for Speakers of Finnish (Kernerman semi-bilingual dictionaries)","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.",Password.jpg,tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,,,WSOY,,"1. p",1995,811,"Sidottu kuvakannella",Suomi,"Normaali käytetty",,,,18,,published,yes,1,,no,833714,instock,simple,yes,"Tietokirjallisuus->Kielet ja kielitiede",7,
Tietokirjallisuus->Biologia,Biologia,"Kotimaan linnut","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","Kotimaan linnut.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Pertti Koskimies / Juhani Lokki",,WSOY,,"1. p",1996,312+CD,"Sidottu kuvakannella",Suomi,"Normaali käytetty",,,,15,,published,yes,1,,no,833715,instock,simple,yes,Tietokirjallisuus->Biologia,7,
Tietokirjallisuus->Biologia,Biologia,"Suomen linnut","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","Suomen linnut.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Carl-Fredrik Lundevall",,WSOY,,"6. p",1994,421,"Sidottu kuvakannella",Suomi,"Normaali käytetty",,,,15,,published,yes,1,,no,833716,instock,simple,yes,Tietokirjallisuus->Biologia,7,
"Harrastekirjallisuus->Ruoka ja gastronomia","Ruoka ja gastronomia","Suomalainen ruokavuosi","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","Suomalainen ruokavuosi.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Eeva Salonen",,WSOY,,"1. p",1986,251,"Sidottu kuvakannella",Suomi,"Normaali käytetty",,,,12,,published,yes,1,,no,833717,instock,simple,yes,"Harrastekirjallisuus->Ruoka ja gastronomia",7,
Harrastekirjallisuus->Elämänhallinta,Elämänhallinta,"Irti tupakasta","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","irti tupakasta.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Pekka Puska / Kaj Koskela",,WSOY,,"1. p",1979,151,"Sidottu kuvakannella",Suomi,"Normaali käytetty",,,,10,,published,yes,1,,no,833718,instock,simple,yes,Harrastekirjallisuus->Elämänhallinta,7,
Tietokirjallisuus->Sotahistoria,Sotahistoria,Tammidivisioona,"Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.",Tammidivisioona.jpg,tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Björn Immonen (ym.)",,WSOY,,"1. p",1999,279,"Sidottu kuvakannella",Suomi,"Normaali käytetty",,,,15,,published,yes,1,,no,833719,instock,simple,yes,Tietokirjallisuus->Sotahistoria,7,
"Harrastekirjallisuus->Pelit ja ajanviete","Pelit ja ajanviete","Taikasilmä 2 - Uusi tapa katsoa maailmaa. Kolmiulotteisia kuvia","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","Taikasilmä 2.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Tom Baccei",,WSOY,,"2. p",1995,32,"Sidottu kuvakannella",Suomi,"Normaali käytetty",,,,10,,published,yes,1,,no,833720,instock,simple,yes,"Harrastekirjallisuus->Pelit ja ajanviete",7,
Harrastekirjallisuus->Rajatieto,Rajatieto,"Unennäkijän käsikirja -Unien tulkinnan ja ymmärtämisen opas","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","Unen näkijän käsikirja.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Nerys Dee",,WSOY,,"8. p",1998,235,"Sidottu kuvakannella",Suomi,"Normaali käytetty",,,,15,,published,yes,1,,no,833721,instock,simple,yes,Harrastekirjallisuus->Rajatieto,7,
"Tietokirjallisuus->Lääketiede ja terveys","Lääketiede ja terveys","Fysiologian ja anatomian perusteet","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","Fysiologian ja anatomian perusteet.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Walter Nienstedt (ym.)",,WSOY,,"3. p",1986,361,"Sidottu kuvakannella",Suomi,"Normaali käytetty",,,,12,,published,yes,1,,no,833722,instock,simple,yes,"Tietokirjallisuus->Lääketiede ja terveys",7,
"Harrastekirjallisuus->Ruoka ja gastronomia","Ruoka ja gastronomia",Kotibaari,"Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.",Kotibaari.jpg,tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Rosalind Cooper",,WSOY,,"1. p",1984,157,"Sidottu kuvakannella",Suomi,"Normaali käytetty",,,,10,,published,yes,1,,no,833723,instock,simple,yes,"Harrastekirjallisuus->Ruoka ja gastronomia",7,
