category,skip,post_title,post_content,featured_image,attributes,pa_tekija,pa_sarja,pa_kustantaja,pa_painopaikka,pa_painos,pa_painovuosi,pa_sivumaara,pa_sidosasu,pa_kieli,pa_kuntoluokka,pa_identifiointinumero,pa_varastopaikka,pa_hylly,regular_price,tags,post_status,manage_stock,stock,weight,featured,sku,stock_status,product_type,sold_individually,tax_class,post_author,product_gallery
Tietokirjallisuus->Matkakirjat,Matkakirjat,"Maapallon ympäri - Kuvateos esittävä näköaloja maailman kauneimmista seuduista ja maisemista, loistorakennuksista, kirkoista, linnoista, kaupungeista ja muista merkillisistä paikoista","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut kappaleet saattavat olla lukemattomia, eli aukileikkaamattomia.","Maapallon ympäri.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,,,WSOY,,"1. p",1898,320,"Sidottu kuvakannella",Suomi,"Kulunut käytetty",,,,25,,published,yes,1,,no,833134,instock,simple,yes,Tietokirjallisuus->Matkakirjat,7,
Harrastekirjallisuus->Käsityöt,Käsityöt,"Vaatteita omin käsin","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut kappaleet saattavat olla lukemattomia, eli aukileikkaamattomia.","Vaatteita omin käsin.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Karin Pitoniemi (ym.)",,WSOY,,"1. p",1981,188,"Sidottu kuvakannella",Suomi,"Normaali käytetty",,,,10,,published,yes,1,,no,833135,instock,simple,yes,Harrastekirjallisuus->Käsityöt,7,
"Tietokirjallisuus->Kasvatus ja lastenhoito","Kasvatus ja lastenhoito","Seurusteluista ja sen tavoista","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut kappaleet saattavat olla lukemattomia, eli aukileikkaamattomia.","Seurustelusta ja sen tavoista.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,,,WSOY,,"13. p",1921,233,"Sidottu kuvakannella",Suomi,"Normaali käytetty",,,,10,,published,yes,1,,no,833136,instock,simple,yes,"Tietokirjallisuus->Kasvatus ja lastenhoito",7,
Kaunokirjallisuus->Scifi,Scifi,Vartija,"Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut kappaleet saattavat olla lukemattomia, eli aukileikkaamattomia.",vartija.jpg,tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Niels E. Nielsen",,WSOY,,"1. p",1980,273,"Sidottu kuvakannella",Suomi,"Normaali käytetty",,,,15,,published,yes,1,,no,833137,instock,simple,yes,Kaunokirjallisuus->Scifi,7,
Kaunokirjallisuus->Scifi,Scifi,Höyrytalo,"Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut kappaleet saattavat olla lukemattomia, eli aukileikkaamattomia.",Höyrytalo.jpg,tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Jules Verne",,WSOY,,"1. p",1980,396,"Sidottu kuvakannella",Suomi,"Normaali käytetty",,,,15,,published,yes,1,,no,833138,instock,simple,yes,Kaunokirjallisuus->Scifi,7,
Kaunokirjallisuus->Sotaromaanit,Sotaromaanit,"The Unknown Soldier","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut kappaleet saattavat olla lukemattomia, eli aukileikkaamattomia.","The unknown soldier.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Väinö Linna",,WSOY,,"2. p",1975,310,"Sidottu kuvakannella",englanti,"Normaali käytetty",,,,15,,published,yes,1,,no,833139,instock,simple,yes,Kaunokirjallisuus->Sotaromaanit,7,
"Tietokirjallisuus->Suomen historia","Suomen historia","Maamme kuvat : Valistuksen maantieteelliset opetustaulut 1903-32","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut kappaleet saattavat olla lukemattomia, eli aukileikkaamattomia.","Maamme kuvat.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Kerkko Hakulinen (ym.)",,WSOY,,"1. p",1996,93,"Sidottu kuvakannella",suomi,"Normaali käytetty",,,,12,,published,yes,1,,no,833140,instock,simple,yes,"Tietokirjallisuus->Suomen historia",7,
Tietokirjallisuus->Kasvitiede,Kasvitiede,"Miten luonto parantaa - kansanparannuskeinoja ja luontaislääketiedettä","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut kappaleet saattavat olla lukemattomia, eli aukileikkaamattomia.","Miten luonto parantaa.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Toivo Rautavaara",,WSOY,,"1. p",1980,284,"Sidottu kansipaperein",suomi,"Normaali käytetty",,,,15,,published,yes,1,,no,833141,instock,simple,yes,Tietokirjallisuus->Kasvitiede,7,
Tietokirjallisuus->Kasvitiede,Kasvitiede,"kasvitautien torjunta hedelmä-, marja- ja vihannesviljelyksessä","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut kappaleet saattavat olla lukemattomia, eli aukileikkaamattomia.","Kasvitautien torjunta.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"E.A. Jamalainen",,WSOY,,"1. p",1936,179,"Nidottu kuvakannella",suomi,"Normaali käytetty",,,,10,,published,yes,1,,no,833142,instock,simple,yes,Tietokirjallisuus->Kasvitiede,7,
Kaunokirjallisuus->Romaanit,Romaanit,"Leivän ja seikkailun haussa","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut kappaleet saattavat olla lukemattomia, eli aukileikkaamattomia.","Leivän ja seikkailun haussa.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Aatu Koskelainen",,WSOY,,"1. p",1918,143,"Nidottu kuvakannella",suomi,"Normaali käytetty",,,,12,,published,yes,1,,no,833143,instock,simple,yes,Kaunokirjallisuus->Romaanit,7,
