category,skip,post_title,post_content,featured_image,attributes,pa_tekija,pa_sarja,pa_kustantaja,pa_painopaikka,pa_painos,pa_painovuosi,pa_sivumaara,pa_sidosasu,pa_kieli,pa_kuntoluokka,pa_identifiointinumero,pa_varastopaikka,pa_hylly,regular_price,tags,post_status,manage_stock,stock,weight,featured,sku,stock_status,product_type,sold_individually,tax_class,post_author,product_gallery
Harrastekirjallisuus->Urheilu,Urheilu,"Suunnistamisen alkeet","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","Suunnistamisen alkeet.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"K. Kaikusaari (ym.)",,WSOY,,"1. p",1941,89,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,12,,published,yes,1,,no,833672,instock,simple,yes,Harrastekirjallisuus->Urheilu,7,
"Tietokirjallisuus->Kansanperinne ja -runous","Kansanperinne ja -runous","Vanhoja tansseja polkasta poloneesiin","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","vanhoja tansseja.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Orvokki Komulainen",,WSOY,,"1. p",1981,45,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,12,,published,yes,1,,no,833673,instock,simple,yes,"Tietokirjallisuus->Kansanperinne ja -runous",7,
Kaunokirjallisuus->Romaanit,Romaanit,"Rouva katariina Boije ja hänen tyttärensä - kertomus ison wihan ajoilta","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","Rouva katariina Boije.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"F.S. Runeberg",,Söderström,,"1. p",1881,216,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,20,,published,yes,1,,no,833674,instock,simple,yes,Kaunokirjallisuus->Romaanit,7,
Tietokirjallisuus->Kasvitiede,Kasvitiede,"Tomaattikirja kotipuutarhureille","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","Tomaattikirja kotipuutarhureille.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Pekka Jotuni",,WSOY,,"1. p",1919,51,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,12,,published,yes,1,,no,833675,instock,simple,yes,Tietokirjallisuus->Kasvitiede,7,
Kaunokirjallisuus->Muistelmat,Muistelmat,"Laulajattaren muistelmia","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","Laulajattaren muistelmia.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Naemi Ingman-Starck",,WSOY,,"1. p",1928,158,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,12,,published,yes,1,,no,833676,instock,simple,yes,Kaunokirjallisuus->Muistelmat,7,
Tietokirjallisuus->Kasvitiede,Kasvitiede,"Lyhyt puutarhanhoidon oppikirja","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","Lyhyt puutarhanhoidon oppikirja.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Gustaf Ignatius",,WSOY,,"1. p",1929,80,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,12,,published,yes,1,,no,833677,instock,simple,yes,Tietokirjallisuus->Kasvitiede,7,
Tietokirjallisuus->Taloustiede,Taloustiede,"Vähittäiskaupan myyntitaito","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","Vähittäiskaupan myyntitaito.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Väinö Peltonen",,WSOY,,"1. p",1951,112,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,12,,published,yes,1,,no,833678,instock,simple,yes,Tietokirjallisuus->Taloustiede,7,
"Harrastekirjallisuus->Puutarha ja rakentaminen","Puutarha ja rakentaminen","Kodin lähimmän ympäristön kaunistamisesta","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","Kodin lähimmän ympäristön.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Kalle Kalervo",,WSOY,,"1. p",1912,12,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,12,,published,yes,1,,no,833679,instock,simple,yes,"Harrastekirjallisuus->Puutarha ja rakentaminen",7,
Tietokirjallisuus->Biologia,Biologia,"Tärkeimmät peltokasviemme tuholaiset","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","Tärkeimmät peltokasviemme tuholaiset.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Yrjö Hukkinen",,WSOY,,"1. p",1920,55,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,12,,published,yes,1,,no,833680,instock,simple,yes,Tietokirjallisuus->Biologia,7,
"Harrastekirjallisuus->Ruoka ja gastronomia","Ruoka ja gastronomia","Kasvisravinto - Uusi keittokirja","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.",kasvisravinto.jpg,tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Lyyli Liukkonen",,WSOY,,"1. p",1936,103,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,12,,published,yes,1,,no,833681,instock,simple,yes,"Harrastekirjallisuus->Ruoka ja gastronomia",7,
Tietokirjallisuus->Tekniikka,Tekniikka,"Pienoiskamera ja sen käyttö","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","Pienoiskamera ja sen käyttö.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Erkki Majava",,WSOY,,"1. p",1943,145,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,12,,published,yes,1,,no,833682,instock,simple,yes,Tietokirjallisuus->Tekniikka,7,
