category,skip,post_title,post_content,featured_image,attributes,pa_tekija,pa_sarja,pa_kustantaja,pa_painopaikka,pa_painos,pa_painovuosi,pa_sivumaara,pa_sidosasu,pa_kieli,pa_kuntoluokka,pa_identifiointinumero,pa_varastopaikka,pa_hylly,regular_price,tags,post_status,manage_stock,stock,weight,featured,sku,stock_status,product_type,sold_individually,tax_class,post_author,product_gallery
Tietokirjallisuus->Paikallishistoria,Paikallishistoria,"Teno - Suomen kaunein joki","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut kappaleet saattavat olla lukemattomia, eli aukileikkaamattomi","Teno suomen kaunein joki.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Antti Hämäläinen",,WSOY,,"1. p",1949,112,"Sidottu kansipaperein",Suomi,"Normaali käytetty",,,,25,,published,yes,1,,no,833092,instock,simple,yes,Tietokirjallisuus->Paikallishistoria,7,
Tietokirjallisuus->Sotahistoria,Sotahistoria,"Kivääri- ja pikakivääriryhmä taistelussa - Ryhmänjohtajan taisteluopas","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut kappaleet saattavat olla lukemattomia, eli aukileikkaamattomi","Kivääri ja pikakivääriryhmä.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"P. Huhtala",,WSOY,,"1. p",1935,311,"Sidottu kuvakannella",Suomi,"Normaali käytetty",,,,12,,published,yes,1,,no,833093,instock,simple,yes,Tietokirjallisuus->Sotahistoria,7,
"Lehdet->Lasten ja nuorten lehdet","Lasten ja nuorten lehdet","Nuorten toveri - Vuosikerta 1920","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut kappaleet saattavat olla lukemattomia, eli aukileikkaamattomi","Nuorten toveri 1920.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Anni Swan (toim.)",,WSOY,,"1. p",1920,572,"Sidottu kuvakannella",Suomi,"Normaali käytetty",,,,20,,published,yes,1,,no,833094,instock,simple,yes,"Lehdet->Lasten ja nuorten lehdet",7,
Tietokirjallisuus->Sotahistoria,Sotahistoria,"Sotamies I - Tietopuolinen koulutus","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut kappaleet saattavat olla lukemattomia, eli aukileikkaamattomi","Sotamies I.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"P. Huhtala",,WSOY,,"1. p",1941,246,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,15,,published,yes,1,,no,833095,instock,simple,yes,Tietokirjallisuus->Sotahistoria,7,
Tietokirjallisuus->Eläintiede,Eläintiede,"Akvario - Muutamia hoito-ohjeita aloittelijoille","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut kappaleet saattavat olla lukemattomia, eli aukileikkaamattomi",Akvario.jpg,tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Selma Hällström",,WSOY,,"1. p",1911,150,"Nidottu kuvakannella",Suomi,"Kulunut käytetty",,,,10,,published,yes,1,,no,833096,instock,simple,yes,Tietokirjallisuus->Eläintiede,7,
"Lehdet->Lasten ja nuorten lehdet","Lasten ja nuorten lehdet","Nuorten toveri - Vuosikerta 1922","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut kappaleet saattavat olla lukemattomia, eli aukileikkaamattomi","Nuorten toveri 1922.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Anni Swan (toim.)",,WSOY,,"1. p",1922,492,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,20,,published,yes,1,,no,833097,instock,simple,yes,"Lehdet->Lasten ja nuorten lehdet",7,
"Lehdet->Lasten ja nuorten lehdet","Lasten ja nuorten lehdet","Nuorten joulukirja  VI 1925","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut kappaleet saattavat olla lukemattomia, eli aukileikkaamattomi","Nuorten joulukirja 1925.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Rope Kojonen (toim.)",,WSOY,,"1. p",1925,213,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,15,,published,yes,1,,no,833098,instock,simple,yes,"Lehdet->Lasten ja nuorten lehdet",7,
"Harrastekirjallisuus->Nuorten kirjat","Nuorten kirjat","Nuorten joulukirja VII 1927","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut kappaleet saattavat olla lukemattomia, eli aukileikkaamattomi","Nuorten joulukirja 1927.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Rope Kojonen / E.J. Ellilä (toim.)",,WSOY,,"1. p",1927,208,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,15,,published,yes,1,,no,833099,instock,simple,yes,"Harrastekirjallisuus->Nuorten kirjat",7,
"Harrastekirjallisuus->Nuorten kirjat","Nuorten kirjat","Nuorten joulukirja IX 1929","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut kappaleet saattavat olla lukemattomia, eli aukileikkaamattomi","Nuorten joulukirja 1929.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly," E.J. Ellilä (toim.)",,WSOY,,"1. p",1929,175,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,15,,published,yes,1,,no,833100,instock,simple,yes,"Harrastekirjallisuus->Nuorten kirjat",7,
"Harrastekirjallisuus->Maa- ja metsätalous","Maa- ja metsätalous","Sianhoito ja silavantuotanto pikku-tiloilla","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut kappaleet saattavat olla lukemattomia, eli aukileikkaamattomi","Sianhoito ja silavantuotanto.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Joh. L. Hirsch",,WSOY,,"1. p",1909,92,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,20,,published,yes,1,,no,833101,instock,simple,yes,"Harrastekirjallisuus->Maa- ja metsätalous",7,
