category,skip,post_title,post_content,featured_image,attributes,pa_tekija,pa_sarja,pa_kustantaja,pa_painopaikka,pa_painos,pa_painovuosi,pa_sivumaara,pa_sidosasu,pa_kieli,pa_kuntoluokka,pa_identifiointinumero,pa_varastopaikka,pa_hylly,regular_price,tags,post_status,manage_stock,stock,weight,featured,sku,stock_status,product_type,sold_individually,tax_class,post_author,product_gallery
Tietokirjallisuus->Sotahistoria,Sotahistoria,"Sotakirurgisia kokemuksia","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","Sotakirurgisia kokemuksia.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"G. af Björkesten (ym.)",,WSOY,,"1. p",1946,486,"Sidottu kansipaperein",Suomi,"Normaali käytetty",,,,25,,published,yes,1,,no,833475,instock,simple,yes,Tietokirjallisuus->Sotahistoria,7,
"Tietokirjallisuus->Lappi ja pohjoiset alueet","Lappi ja pohjoiset alueet","Suomen lappalaiset I-II","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","Suomen lappalaiset I-II.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"T.I. Itkonen",,WSOY,,"2. p",1984,589+629,"Sidottu kansipaperein",Suomi,"Normaali käytetty",,,,70,,published,yes,1,,no,833476,instock,simple,yes,"Tietokirjallisuus->Lappi ja pohjoiset alueet",7,
"Tietokirjallisuus->Yhteiskunta ja politiikka","Yhteiskunta ja politiikka","Kyläläisten kirja. I sarja: Kyläläisten laulukirja / Maanjako Wenäjällä / Kuinka Möhönen tuonella käytettiin / Keisarin puheilla / Wenäläiset paroonit ja Wanhan Suomen talonpojat / Onko maattomallakin isänmaa? / Suuret ja pienet kansat / Kuinka lapsista kelpo ihmisiä kasvatetaan / Sananen Suomen lapsille / Pieni marja ja sienikirja","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","Kyläläisten kirjoja.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Santeri Alkio (ym.)",,WSOY,,"1. p",1906,"10 pamflettia sidottu yhteen","Sidottu kuvakannella",Suomi,"Normaali käytetty",,,,25,,published,yes,1,,no,833477,instock,simple,yes,"Tietokirjallisuus->Yhteiskunta ja politiikka",7,
Varia->Kartat,Kartat,"Kansakoulun kartasto + Onni Ollilan piirtämä Etelä-Suomen kartta","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","Kansakoulun kartasto.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Iivari Leiviskä",,WSOY,,"2. p",1912,"51 karttaa + irtokartta","Sidottu kuvakannella",Suomi,"Normaali käytetty",,,,25,,published,yes,1,,no,833478,instock,simple,yes,Varia->Kartat,7,
Harrastekirjallisuus->Käsityöt,Käsityöt,"Vanhasta uutta - Kirjo-ompelumalleja","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","Vanhasta uutta Kirjo-ompelumalleja.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Idi Lindholm",,WSOY,,"1. p",1929,"20+15 malliliitettä",Kansio,Suomi,"Normaali käytetty",,,,25,,published,yes,1,,no,833479,instock,simple,yes,Harrastekirjallisuus->Käsityöt,7,
"Harrastekirjallisuus->Askartelu ja kädentaidot","Askartelu ja kädentaidot","Poikien käsityöoppi kansakoulussa","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","Poikien käsityöoppi kansakouluissa.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Vihtori Pajamies",,WSOY,,"1. p",1905,52,"Nidottu kuvakannella",Suomi,"Kulunut käytetty",,,,15,,published,yes,1,,no,833480,instock,simple,yes,"Harrastekirjallisuus->Askartelu ja kädentaidot",7,
Kaunokirjallisuus->Romaanit,Romaanit,"Korkein käsky - Kertomus nuijasodan ajoilta","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","Korkein käsky.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Armas J. Pulla",,Kirja,,"1. p",1927,165,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,20,,published,yes,1,,no,833481,instock,simple,yes,Kaunokirjallisuus->Romaanit,7,
Kaunokirjallisuus->Dekkarit,Dekkarit,"Yön yllättämät","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","Yön yllättämät.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"J.B. Priestley",,WSOY,,"1. p",1933,242,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,15,,published,yes,1,,no,833482,instock,simple,yes,Kaunokirjallisuus->Dekkarit,7,
Harrastekirjallisuus->Urheilu,Urheilu,"Yleisurheilun tyylikuvia","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","Yleisurheilun tyylikuvia.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"E. & I. Leino",,WSOY,,"1. p",1939,62,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,15,,published,yes,1,,no,833483,instock,simple,yes,Harrastekirjallisuus->Urheilu,7,
Kaunokirjallisuus->Romaanit,Romaanit,"Ranskalaisvuodelta 1813","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","Ranskalaisvuodelta 1813.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Fritz Reuter",,WSOY,,"1. p",1915,204,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,15,,published,yes,1,,no,833484,instock,simple,yes,Kaunokirjallisuus->Romaanit,7,
Kaunokirjallisuus->Romaanit,Romaanit,"Verikosto - kertomus Korsikan oloista 1810-luvulla","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.",Verikosto.jpg,tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Prosper Merimée",,WSOY,,"2. p",1928,248,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,12,,published,yes,1,,no,833485,instock,simple,yes,Kaunokirjallisuus->Romaanit,7,
"Harrastekirjallisuus->Metsästys ja kalastus","Metsästys ja kalastus","Mitä kalamiehen tulee tietää","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","Mitä kalamiehen tulee tietää.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Curt Lindhé",,WSOY,,"1. p",1948,155,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,12,,published,yes,1,,no,833486,instock,simple,yes,"Harrastekirjallisuus->Metsästys ja kalastus",7,
"Harrastekirjallisuus->Metsästys ja kalastus","Metsästys ja kalastus","Miten haukia puijataan","[vino selkä] Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","Miten haukia puijataan.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Curt Lindhé",,WSOY,,"1. p",1942,160,"Nidottu kuvakannella",Suomi,"Kulunut käytetty",,,,15,,published,yes,1,,no,833487,instock,simple,yes,"Harrastekirjallisuus->Metsästys ja kalastus",7,
"Harrastekirjallisuus->Metsästys ja kalastus","Metsästys ja kalastus","Ahventa ottamassa","[vino selkä] Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","Ahventa ottamassa.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Curt Lindhé",,WSOY,,"1. p",1943,195,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,20,,published,yes,1,,no,833488,instock,simple,yes,"Harrastekirjallisuus->Metsästys ja kalastus",7,
"Harrastekirjallisuus->Metsästys ja kalastus","Metsästys ja kalastus","Metsänriistan hoidosta Suomessa","[vino selkä] Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","Metsänriistan hoidosta Suomessa.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Karl H. Linholm",,WSOY,,"1. p",1894,70,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,50,,published,yes,1,,no,833489,instock,simple,yes,"Harrastekirjallisuus->Metsästys ja kalastus",7,
"Harrastekirjallisuus->Erä ja retkeily","Erä ja retkeily","Partiolaisten aamuvartio - Opas hiljaisuuteen aamunkoitossa","[vino selkä] Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","Partiolaisen aamuvartio.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Verneri Louhivuori",,WSOY,,"1. p",1921,50,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,15,,published,yes,1,,no,833490,instock,simple,yes,"Harrastekirjallisuus->Erä ja retkeily",7,
Harrastekirjallisuus->Käsityöt,Käsityöt,"Kirjo-ompelun opetusohjeet","[vino selkä] Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","Kirjo-ompelun opetteluohjeet.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Idi Lindholm",,WSOY,,"1. p",1931,36+kuvataulut,"Nidottu kuvakannella",Suomi,"Kulunut käytetty",,,,12,,published,yes,1,,no,833491,instock,simple,yes,Harrastekirjallisuus->Käsityöt,7,
"Tietokirjallisuus->Lääketiede ja terveys","Lääketiede ja terveys","Kymmenen ennenaikaisen kuoleman pääsyytä","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","Kymmenen ennenaikaisen kuoleman pääsyytä.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"T:ri A. Lorand",,WSOY,,"1. p",1920,101,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,12,,published,yes,1,,no,833492,instock,simple,yes,"Tietokirjallisuus->Lääketiede ja terveys",7,
Tietokirjallisuus->Karjala,Karjala,"Loimia ja kuteita  Kymölän seminaarin oppilailta","[Sisältää valokuvaliitteitä mm. Kekrinlahdelta, Orjatsaaresta ja Perä-Kymölästä] Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","Loimia ja kuteita I.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,,,WSOY,,"1. p",1920,101,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,25,,published,yes,1,,no,833493,instock,simple,yes,Tietokirjallisuus->Karjala,7,
