category,skip,post_title,post_content,featured_image,attributes,pa_tekija,pa_sarja,pa_kustantaja,pa_painopaikka,pa_painos,pa_painovuosi,pa_sivumaara,pa_sidosasu,pa_kieli,pa_kuntoluokka,pa_identifiointinumero,pa_varastopaikka,pa_hylly,regular_price,tags,post_status,manage_stock,stock,weight,featured,sku,stock_status,product_type,sold_individually,tax_class,post_author,product_gallery
Kaunokirjallisuus->Fantasia,Fantasia,"Keskiyö ylläni",,"Keskiyö ylläni.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Terry Pratchett",,Karisto,,"1. p",2011,482,"Sidottu kuvakannella",Suomi,"Normaali käytetty",,,,40,,published,yes,1,,no,833639,instock,simple,yes,Kaunokirjallisuus->Fantasia,7,
Tietokirjallisuus->Karjala,Karjala,"Savusauna Karjalassa","Kirjan sivujen alalaidassa aaltoilevaa ""kostumaa."" Soveltuu lukukappaleeksi.","Savusauna Karjalassa.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Alfred Kolehmainen",,RAK,,"1. p",1999," 72","Sidottu kuvakannella",Suomi,"Kulunut käytetty",,,,15,,published,yes,1,,no,833640,instock,simple,yes,Tietokirjallisuus->Karjala,7,
Tietokirjallisuus->Elämäkerrat,Elämäkerrat,"Maximus - Luonnos muotokuvaksi","Max Salmen omisteella ja nimmarilla!",Maximus.jpg,tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Jorma Ojaharju",,"Aarre Lahtonen",,"1. p",1977,253,"Sidottu kansipaperein",Suomi,"Normaali käytetty",,,,12,,published,yes,1,,no,833641,instock,simple,yes,Tietokirjallisuus->Elämäkerrat,7,
Tietokirjallisuus->Historia,Historia,"Intiaanit - Pohjois-Amerikan alkuperäiskansojen historia",,Intiaanit.jpg,tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Rani-Henrik Andersson / Markku Henriksson",,Gaudeamus,,"1. p",2010,539,"Sidottu kansipaperein",Suomi,"Normaali käytetty",,,,25,,published,yes,1,,no,833642,instock,simple,yes,Tietokirjallisuus->Historia,7,
Tietokirjallisuus->Filosofia,Filosofia,"Mestari Kongin keskustelut - Kungfutselaisuuden ydinolemus",,"Mestari Kongin keskustelut.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Jyrki Kallio (suom. + toim.)",,Gaudeamus,,"1. p",2014,382,"Sidottu kuvakannella",Suomi,"Normaali käytetty",,,,22,,published,yes,1,,no,833643,instock,simple,yes,Tietokirjallisuus->Filosofia,7,
Kaunokirjallisuus->Romaanit,Romaanit,Aiheita,"Ex libris",Aiheita.jpg,tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Jouko Turkka",,Otava,,"2. p",1983,170,"Sidottu kansipaperein",Suomi,"Normaali käytetty",,,,20,,published,yes,1,,no,833644,instock,simple,yes,Kaunokirjallisuus->Romaanit,7,
Tietokirjallisuus->Kasvitiede,Kasvitiede,"Suomen ja pohjolan ruusut","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","Suomen ja pohjolan ruusut.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Lennart Mellbye",,WSOY,,"1. p",1995,208,"Sidottu kansipaperein",Suomi,"Normaali käytetty",,,,20,,published,yes,1,,no,833645,instock,simple,yes,Tietokirjallisuus->Kasvitiede,7,
"Tietokirjallisuus->Kansanperinne ja -runous","Kansanperinne ja -runous","Suomalaiset kansanpuvut ja kansallispuvut","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","Suomalaiset kansanpuvut ja kansallispuvut.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Toini-Inkeri Kaukonen",,WSOY,,"1. p",1985,370,"Sidottu kansipaperein",Suomi,"Normaali käytetty",,,,50,,published,yes,1,,no,833646,instock,simple,yes,"Tietokirjallisuus->Kansanperinne ja -runous",7,
Tietokirjallisuus->Sienet,Sienet,"Suomen sieniopas","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","Suomen sieniopas.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Toini-Inkeri Kaukonen",,WSOY/Kasvimuseo,,"2. p",2009,512,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,18,,published,yes,1,,no,833647,instock,simple,yes,Tietokirjallisuus->Sienet,7,
"Tietokirjallisuus->Suomen historia","Suomen historia","Nuoren väen talkookirja 1943","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","Suomen nuorison talkookirja 1942.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,,,"Nuorten talkoot",,"1. p",1943,64,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,20,,published,yes,1,,no,833648,instock,simple,yes,"Tietokirjallisuus->Suomen historia",7,"Nuoren väen talkookirja 1943.jpg"
