category,skip,post_title,post_content,featured_image,attributes,pa_tekija,pa_sarja,pa_kustantaja,pa_painopaikka,pa_painos,pa_painovuosi,pa_sivumaara,pa_sidosasu,pa_kieli,pa_kuntoluokka,pa_identifiointinumero,pa_varastopaikka,pa_hylly,regular_price,tags,post_status,manage_stock,stock,weight,featured,sku,stock_status,product_type,sold_individually,tax_class,post_author,product_gallery
Harrastekirjallisuus->Käsityöt,Käsityöt,Tekstiilitieto,"Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.",Tekstiilitieto.jpg,tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Raija Markula",,WSOY,,"2. p",1980,280,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,12,,published,yes,1,,no,833652,instock,simple,yes,Harrastekirjallisuus->Käsityöt,7,
Tietokirjallisuus->Kasvitiede,Kasvitiede,"Rohdos- ja maustekasvit - Tutannollisen luonnonmukaisen viljelyn ohjekirja","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","rohdos ja maustekasvit.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Veli-Matti Lääperi",,WSOY,,"2. p",1999,216,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,15,,published,yes,1,,no,833653,instock,simple,yes,Tietokirjallisuus->Kasvitiede,7,
Harrastekirjallisuus->Elämänhallinta,Elämänhallinta,"Jooga, tantra ja mietiskely","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","Jooga, tantra ja mietiskely.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Svami Janakananda Sarasvati",,WSOY,,"1. p",1977,111,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,20,,published,yes,1,,no,833654,instock,simple,yes,Harrastekirjallisuus->Elämänhallinta,7,
Harrastekirjallisuus->Rajatieto,Rajatieto,"Luonnontieteet eivät tunne evoluutiota","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","Luonnontieteet eivät tunne evoluutiota.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"A.E. Wilder Smith",,WSOY,,"1. p",1981,143,"Sidottu kansipaperein",Suomi,"Normaali käytetty",,,,12,,published,yes,1,,no,833655,instock,simple,yes,Harrastekirjallisuus->Rajatieto,7,
Harrastekirjallisuus->Rajatieto,Rajatieto,"Miksi sairastumme, miten parannumme - Agronomi Pentti Kossilan vaihtoehto","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","Miksi sairastumme.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Pentti Kossila",,WSOY,,"1. p",1982,146,"Sidottu kansipaperein",Suomi,"Normaali käytetty",,,,12,,published,yes,1,,no,833656,instock,simple,yes,Harrastekirjallisuus->Rajatieto,7,
Tietokirjallisuus->Sosialismi,Sosialismi,"Utopia luokattomasta yhteiskunnasta - Luokkavastakohdat ja luokkataistelu Itä-Euroopan sosialistisissa maissa","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","Utopia luokattomasta yhteiskunnasta.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Tuure Junnila",,WSOY,,"1. p",1982,197,"Sidottu kansipaperein",Suomi,"Normaali käytetty",,,,10,,published,yes,1,,no,833657,instock,simple,yes,Tietokirjallisuus->Sosialismi,7,
"Tietokirjallisuus->Suomen historia","Suomen historia","Suomalainen Sisu","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","Suomalainen sisu.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Lauri Haataja / Veikko Kallio",,WSOY,,"1. p",1994,237,"Sidottu kansipaperein",Suomi,"Normaali käytetty",,,,12,,published,yes,1,,no,833658,instock,simple,yes,"Tietokirjallisuus->Suomen historia",7,
"Harrastekirjallisuus->Ruoka ja gastronomia","Ruoka ja gastronomia","Riista & Kala Keittokirja","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia. [Eniten tässä kirjassa hämää NIMI. Ei nyt voi mennä läpi toimitusvaiheessa näin täysi välinpitämättömyys oikeinkirjoitussäännöistä.]","Riista & Kala keittokirja.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Siri Reuterstrand",,WSOY,,"1. p",1996,191,"Sidottu kansipaperein",Suomi,"Normaali käytetty",,,,15,,published,yes,1,,no,833659,instock,simple,yes,"Harrastekirjallisuus->Ruoka ja gastronomia",7,
Tietokirjallisuus->Elämäkerrat,Elämäkerrat,"Elias Simojoki - Legenda jo eläessään","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","Elias Simojoki.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Sakari Virkkunen",,WSOY,,"2. p",1975,229,"Sidottu kansipaperein",Suomi,"Normaali käytetty",,,,12,,published,yes,1,,no,833660,instock,simple,yes,Tietokirjallisuus->Elämäkerrat,7,
Tietokirjallisuus->Meri,Meri,"Henkensä kaupalla - Miinanraivaajana Suomenlahdella 1945","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","Henkensä kaupalla.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Pentti Salmelin",,WSOY,,"1. p",1995,253,"Sidottu kansipaperein",Suomi,"Normaali käytetty",,,,12,,published,yes,1,,no,833661,instock,simple,yes,Tietokirjallisuus->Meri,7,
