category,skip,post_title,post_content,featured_image,attributes,pa_tekija,pa_sarja,pa_kustantaja,pa_painopaikka,pa_painos,pa_painovuosi,pa_sivumaara,pa_sidosasu,pa_kieli,pa_kuntoluokka,pa_identifiointinumero,pa_varastopaikka,pa_hylly,regular_price,tags,post_status,manage_stock,stock,weight,featured,sku,stock_status,product_type,sold_individually,tax_class,post_author,product_gallery
Kaunokirjallisuus->Romaanit,Romaanit,"Lähettämättömiä kirjeitä","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","Lähettämättömiä kirjeitä.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Jarno Pennanen",,WSOY,,"1. p",1947,231,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,12,,published,yes,1,,no,833307,instock,simple,yes,Kaunokirjallisuus->Romaanit,7,
Kaunokirjallisuus->Romaanit,Romaanit,"Jeremiaan murhe","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","jeremiaan murhe.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Jarno Pennanen",,WSOY,,"1. p",1943,86,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,10,,published,yes,1,,no,833308,instock,simple,yes,Kaunokirjallisuus->Romaanit,7,
Kaunokirjallisuus->Lyriikka,Lyriikka,"Tomun kimallus","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","Tomun kimallus.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Jarno Pennanen",,WSOY,,"1. p",1945,107,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,10,,published,yes,1,,no,833309,instock,simple,yes,Kaunokirjallisuus->Lyriikka,7,
Harrastekirjallisuus->Antiikkiesineet,Antiikkiesineet,"Kansallista kauneutta uusissa muodoissa - Mallikokoelma puisia käyttö- ja koruesineitä","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","Kansallista kauneutta uusissa muodoissa.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Erkki Matilainen",,WSOY,,"1. p",1949,107,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,15,,published,yes,1,,no,833310,instock,simple,yes,Harrastekirjallisuus->Antiikkiesineet,7,
Tietokirjallisuus->Uskontotiede,Uskontotiede,"Lappalaisten uskonto","[Takakannen yläkulmassa 4cm ""taitos"". Aukileikkamaton] Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","Lappalaisten uskonto.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Uno Holmberg",,WSOY,,"1. p",1915,112,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,60,,published,yes,1,,no,833311,instock,simple,yes,Tietokirjallisuus->Uskontotiede,7,
Tietokirjallisuus->Matkakirjat,Matkakirjat,"Suomen mies meni Zanzibariin","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","Suomen mies meni zanzibariin.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Gustaf Mattsson",,WSOY,,"1. p",1915,213,"Nidottu kuvakannella",Suomi,"Kulunut käytetty",,,,12,,published,yes,1,,no,833312,instock,simple,yes,Tietokirjallisuus->Matkakirjat,7,
"Harrastekirjallisuus->Maa- ja metsätalous","Maa- ja metsätalous","Kukko vai kana - Päivänvanhojen kananpoikasten sukupuolilajittelun perusteet","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","Kukko vai kana.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"E. Martimo",,WSOY,,"1. p",1936,39,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,12,,published,yes,1,,no,833313,instock,simple,yes,"Harrastekirjallisuus->Maa- ja metsätalous",7,
Tietokirjallisuus->Sotahistoria,Sotahistoria,"Miesten syöjiltä sijoilta - Muistelmia Vienan ja Aunuksen vainovuosilta","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","Miesten syöjiltä sijoilta.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Paul Marttina",,WSOY,,"1. p",1935,206+liitekartat,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,50,,published,yes,1,,no,833314,instock,simple,yes,Tietokirjallisuus->Sotahistoria,7,
Harrastekirjallisuus->Rajatieto,Rajatieto,"Haudattu temppeli","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","Haudattu temppeli.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Maurice Maeterlinck",,WSOY,,"1. p",1924,203,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,15,,published,yes,1,,no,833315,instock,simple,yes,Harrastekirjallisuus->Rajatieto,7,
Tietokirjallisuus->Paikallishistoria,Paikallishistoria,Portsa,"Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.",Portsa.jpg,tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Ismo Kajander",,WSOY,,"1. p",1983,159,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,20,,published,yes,1,,no,833316,instock,simple,yes,Tietokirjallisuus->Paikallishistoria,7,
